"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","GFP-A","GFP-H","GFP-W","(Event #%4) - 0.5 + (Event #/(5478 + 1))","SYTOX Red-A","SYTOX Red-H","SYTOX Red-W","BFP-A","BFP-H","BFP-W","RFP-A","RFP-H","RFP-W","mCherry-A","mCherry-H","mCherry-W","Time"
447478,230533,137,244749,130688,138,13880,7377,70,2.51223,598,407,0,-71,51,0,299,211,0,2606,1628,35,0.234025
353009,233904,129,132764,88939,124,450,286,0,1.51278,151,110,0,-22,63,0,-41,28,0,234,166,0,0.246506
213818,168800,117,62450,53225,108,7,79,0,0.514054,-28,59,0,-43,71,0,78,80,0,56,92,0,0.273549
280727,188872,124,190308,100783,125,4771,3291,47,-0.485399,261,180,0,-237,43,0,53,75,0,751,513,0,0.291231
277868,170701,120,165102,98341,126,3615,1797,50,0.515514,322,249,0,59,96,0,218,161,0,1734,1073,14,0.309953
228331,169387,121,87007,60444,113,500,265,0,0.516244,100,121,0,148,117,0,-66,39,0,170,169,0,0.325554
220661,168037,111,91879,62325,112,1961,1175,18,1.51643,275,181,0,17,102,0,237,177,0,914,680,0,0.326594
403206,264006,131,143331,91622,127,6770,3912,58,2.51661,355,308,0,217,129,0,248,147,0,1552,1038,8,0.328674
297121,199669,123,101425,73169,117,24521,14677,77,2.51734,347,412,0,-169,29,0,353,276,0,2684,1828,34,0.336995
389029,176673,141,143861,68925,140,6493,3689,56,-0.481748,144,144,0,11,61,0,148,115,0,932,615,0,0.347396
147876,104088,117,111035,78064,117,390,311,0,0.519164,159,137,0,56,94,0,121,77,0,546,425,0,0.37756
136158,94030,116,156250,110593,116,388,224,0,2.51953,72,157,0,124,83,0,120,93,0,301,223,0,0.390041
265513,191775,120,93820,60980,120,2787,1570,39,1.52008,182,194,0,-30,48,0,106,82,0,748,579,0,0.401482
277706,173261,124,326182,237933,125,779,542,0,2.52026,683,597,0,207,168,0,410,265,0,3037,2046,38,0.405643
257759,169900,117,101669,73864,116,40,50,0,2.52099,-35,86,0,-5,51,0,64,73,0,199,228,0,0.417084
248215,185181,131,107661,84735,111,281,284,0,0.521354,155,261,0,4,58,0,262,146,0,1055,752,0,0.421244
361906,194121,135,286824,159783,140,2736,1099,31,1.52154,304,215,0,31,73,0,232,137,0,1346,711,0,0.423324
385092,240319,126,162742,104689,119,2487,1363,33,-0.477368,143,220,0,-28,71,0,136,146,0,1249,831,0,0.433726
361053,241409,143,119929,80022,122,76,96,0,2.52318,138,120,0,133,138,0,81,84,0,319,220,0,0.437886
293335,211729,119,144691,99503,119,2456,1559,31,-0.475908,162,236,0,142,69,0,179,134,0,1090,814,0,0.452448
147476,125336,106,181247,154216,109,314,292,0,-0.475178,472,423,0,96,125,0,51,44,0,94,103,0,0.457648
551642,265029,165,208390,102545,145,2049,978,0,2.52683,281,180,0,141,74,0,194,129,0,1318,667,0,0.488851
175225,144328,111,184254,125787,118,381,228,0,2.52756,116,173,0,-98,36,0,84,105,0,-21,57,0,0.503413
540125,268532,149,233907,105596,146,10330,5076,71,-0.472258,613,495,0,79,87,0,414,275,0,2798,1552,34,0.504453
355370,238324,137,200319,144483,124,6838,4314,54,2.52829,311,260,0,-98,64,0,204,157,0,1355,968,0,0.511734
138640,98499,114,174034,113358,110,230,124,0,-0.471528,61,76,0,49,90,0,186,89,0,-70,28,0,0.513814
286585,125371,151,164202,72134,145,1059,597,0,0.528655,89,175,0,64,133,0,-33,62,0,822,388,0,0.514854
138842,114413,114,206968,128348,124,3113,2018,38,0.529385,-30,74,0,-62,67,0,37,90,0,215,101,0,0.538777
307331,158306,142,352844,197559,136,6731,3294,62,2.52975,680,450,0,131,109,0,394,245,0,3100,1868,40,0.545017
333113,207712,124,142354,82425,129,2475,1233,31,0.530115,479,383,0,-9,47,0,400,260,0,1849,1254,21,0.554378
325455,224586,127,149849,96964,121,628,273,0,-0.469337,117,90,0,102,107,0,102,93,0,84,61,0,0.56894
230697,148980,118,202287,126649,126,7798,4296,62,2.53121,138,106,0,22,42,0,49,78,0,143,137,0,0.57414
170130,110037,114,147851,92193,118,3608,2085,45,0.531575,183,102,0,-78,103,0,260,141,0,1205,769,0,0.582461
175185,142543,106,78212,68114,105,588,570,0,1.53176,16,82,0,92,102,0,-32,38,0,186,230,0,0.582461
198437,141130,112,88574,67241,113,746,436,0,-0.467877,76,137,0,-70,93,0,73,95,0,374,334,0,0.586622
299417,215179,124,96384,64298,121,2906,1769,38,1.53249,191,164,0,-151,60,0,19,76,0,836,589,0,0.591822
415889,309035,124,342635,219495,131,646,338,0,2.53267,285,317,0,89,116,0,-96,41,0,1,61,0,0.592862
224249,162105,117,196986,147785,116,553,293,0,1.53322,238,160,0,78,167,0,-29,50,0,157,121,0,0.600143
423405,224089,142,266592,185890,135,5960,3562,52,2.5334,684,588,0,25,110,0,274,213,0,2288,1717,30,0.601183
367126,217093,138,220506,126155,131,7785,4374,64,-0.466417,326,351,0,-4,63,0,132,129,0,1741,1136,17,0.601183
397724,234237,138,143730,90683,130,1632,843,0,0.533765,228,184,0,-40,71,0,276,160,0,1135,633,0,0.603263
370908,202873,151,349894,129468,153,1460,622,0,1.53468,246,201,0,-28,57,0,27,65,0,407,228,0,0.617825
268116,202403,119,108723,76537,112,744,618,0,1.53541,183,223,0,24,87,0,155,94,0,743,533,0,0.626146
347989,232819,123,164014,110824,129,-25,50,0,0.537416,115,124,0,-3,94,0,174,89,0,149,137,0,0.66255
231315,166364,116,104174,77690,113,343,307,0,1.5376,129,120,0,40,70,0,57,76,0,373,195,0,0.66359
377063,221907,133,359627,217736,140,1261,719,0,2.53778,455,517,0,199,147,0,86,57,0,981,679,0,0.66879
273570,204265,120,145859,118504,117,562,349,0,1.53833,156,184,0,-20,52,0,97,91,0,607,527,0,0.676071
569138,334615,138,311350,185035,139,3548,1700,49,0.539606,437,327,0,58,72,0,282,202,0,1750,1063,13,0.696873
597804,293494,164,365732,175914,149,8435,3409,76,1.53979,721,521,0,-31,64,0,486,310,0,3385,1809,45,0.703114
168239,123495,126,104145,76998,126,2343,1585,27,2.53997,274,218,0,11,97,0,211,101,0,963,723,0,0.703114
224944,155618,116,113213,75198,118,2769,1763,33,-0.459847,233,172,0,48,106,0,210,143,0,797,630,0,0.709354
262785,179971,135,105277,69211,123,2264,1148,30,1.54052,130,118,0,138,97,0,64,76,0,572,468,0,0.716635
360160,245708,141,148827,97464,123,2227,1498,27,2.5407,219,212,0,66,78,0,247,112,0,1105,805,0,0.718715
586892,296852,144,385489,197040,146,13423,6607,77,-0.459117,547,451,0,220,99,0,437,267,0,3037,1685,38,0.719756
311033,181131,132,119881,79682,121,2494,1401,30,0.541066,293,176,0,-72,34,0,256,162,0,1554,945,0,0.724956
132029,106419,108,134481,93286,116,756,555,0,0.541796,31,114,0,71,115,0,31,65,0,53,69,0,0.76136
379243,224075,127,321253,219448,131,58,142,0,2.54216,35,58,0,83,80,0,54,133,0,51,109,0,0.76344
250336,190884,120,116173,83756,114,769,463,0,2.54289,170,153,0,-8,58,0,176,104,0,398,329,0,0.768641
268970,186197,138,175780,110490,129,131,98,0,-0.456926,120,138,0,-84,46,0,59,57,0,252,115,0,0.768641
183980,155555,113,138615,106961,111,419,353,0,1.54344,174,179,0,124,78,0,36,106,0,41,66,0,0.778002
219540,163453,117,136385,98192,115,995,618,0,2.54362,24,95,0,-3,99,0,-2,52,0,309,221,0,0.778002
511247,303914,149,196311,112266,134,993,531,0,-0.456196,484,272,0,37,62,0,250,184,0,1983,1161,21,0.779042
221052,153939,120,70920,51132,116,856,551,0,2.54435,210,157,0,-49,102,0,43,85,0,587,496,0,0.785282
134298,70917,118,159508,91054,120,570,499,0,2.54654,84,64,0,57,120,0,92,98,0,116,118,0,0.832087
236217,178546,110,123716,100932,110,-9,53,0,0.546906,113,101,0,134,72,0,96,79,0,232,161,0,0.833127
228373,104557,130,288980,146403,137,2606,1358,37,0.547636,167,142,0,-21,100,0,117,63,0,564,349,0,0.836248
238851,186689,110,163789,120224,117,417,393,0,1.54782,250,265,0,-77,73,0,59,53,0,53,56,0,0.839368
188062,143692,111,173851,130842,118,2089,1449,26,2.548,250,222,0,-33,34,0,130,86,0,813,534,0,0.849769
438910,238044,141,296120,180194,138,1579,822,0,2.54873,474,385,0,-28,62,0,240,165,0,1907,1104,18,0.865371
345888,243250,125,115901,78325,125,28,94,0,-0.451086,3,107,0,-15,111,0,94,76,0,161,97,0,0.866411
591630,292762,169,605826,284920,176,12914,6545,72,1.54928,755,628,0,-18,113,0,449,273,0,2801,1634,37,0.874732
303794,177630,133,249628,164379,127,1321,1072,8,0.549827,122,204,0,55,139,0,101,116,0,581,293,0,0.880973
524201,270268,139,355614,186462,147,10008,5377,72,2.55019,746,474,0,29,86,0,407,242,0,2639,1492,37,0.892414
410847,269204,147,226940,139767,147,7041,4247,54,0.550557,251,190,0,-2,74,0,237,133,0,1201,782,0,0.895534
294831,188335,130,106346,68282,122,1857,1197,17,-0.448166,149,289,0,6,67,0,-97,69,0,760,545,0,0.925697
363938,244115,137,171996,108796,127,1317,613,0,0.552017,257,182,0,84,96,0,115,88,0,928,663,0,0.925697
237555,189466,117,155816,126012,115,10788,7405,58,1.5522,703,505,0,32,114,0,377,314,0,2140,1673,27,0.927777
332238,213493,126,131143,81321,125,2597,1208,33,0.552747,310,201,0,167,120,0,280,158,0,1417,902,0,0.932978
155793,132273,112,90305,76458,103,192,136,0,1.55293,546,527,0,-51,90,0,33,57,0,90,102,0,0.932978
479271,307144,125,217574,133940,126,3501,1828,49,0.553477,402,293,0,-144,77,0,323,165,0,1351,878,0,0.938178
422573,250006,134,245446,146834,137,7768,3933,65,-0.444515,398,347,0,-84,76,0,78,126,0,1465,966,0,0.963141
232290,171283,123,72088,53555,112,1472,1013,6,0.555667,163,174,0,-53,83,0,137,88,0,661,573,0,0.963141
646861,329486,152,462610,254620,150,21440,10634,83,2.55676,1149,708,0,66,109,0,643,342,0,4292,2314,51,0.974582
150006,117003,118,91910,74642,110,112,112,0,-0.443055,428,489,0,101,113,0,-31,24,0,-59,36,0,0.975622
341368,212266,123,187935,113637,129,1082,558,0,1.55804,364,212,0,-14,114,0,198,144,0,1083,685,0,0.992264
480648,258715,156,268269,152238,156,2767,1232,38,2.55822,474,301,0,106,98,0,245,123,0,1351,860,0,0.992264
393155,181903,140,328285,164137,143,384,262,0,0.558587,186,187,0,180,97,0,120,118,0,655,422,0,0.994344
180710,140580,109,292589,213886,124,1185,818,0,1.55877,271,185,0,60,149,0,153,113,0,492,322,0,0.994344
211977,148599,114,210117,153071,120,195,132,0,0.559317,88,134,0,211,147,0,23,91,0,135,65,0,1.00163
294584,216424,137,139174,105952,119,244,90,0,1.5595,117,85,0,26,70,0,-29,33,0,111,102,0,1.00683
337694,226645,142,205072,142029,129,211,163,0,0.560047,127,260,0,94,83,0,99,85,0,473,325,0,1.01931
174158,95130,123,210582,109777,127,185,152,0,-0.439405,569,497,0,-37,58,0,94,78,0,20,72,0,1.02971
287277,207570,121,96415,68255,115,4408,2772,47,-0.438675,-32,45,0,74,83,0,111,80,0,85,87,0,1.05363
380696,255840,127,121377,74586,124,6659,3865,57,2.56187,221,185,0,87,76,0,240,201,0,1350,939,0,1.06195
243902,173100,126,152292,107900,116,281,184,0,1.56242,95,112,0,92,111,0,101,76,0,521,268,0,1.07963
407326,258311,133,121077,71850,127,2029,924,0,-0.437215,170,121,0,-45,72,0,195,88,0,1142,739,0,1.10252
432158,273529,128,192544,119855,131,609,287,0,1.56315,38,83,0,-13,66,0,111,100,0,80,112,0,1.10356
353580,222693,126,241865,153833,135,177,216,0,2.56333,210,128,0,-28,65,0,92,64,0,236,155,0,1.1046
448000,209211,140,440101,250304,147,12876,6411,74,-0.436485,469,462,0,56,61,0,326,166,0,1878,955,0,1.10668
182126,136655,110,147446,115213,113,143,144,0,1.56388,186,219,0,66,76,0,16,84,0,28,53,0,1.12852
306535,200979,125,176651,115782,123,1561,886,0,-0.435755,187,161,0,44,62,0,103,124,0,890,529,0,1.1306
396106,280971,132,243719,175004,133,1043,651,0,-0.434295,432,443,0,38,79,0,253,169,0,1551,1220,16,1.14828
312694,213388,124,198347,129526,129,2408,1306,27,0.566618,345,249,0,71,134,0,242,162,0,1288,872,0,1.16492
429484,247645,142,405109,248239,138,32252,18818,91,1.5668,691,768,0,109,146,0,391,300,0,3288,1974,40,1.16804
305227,192924,131,149227,97664,123,3961,2366,46,2.56698,297,244,0,-94,36,0,211,121,0,1242,761,0,1.16804
331218,214272,135,202522,131245,127,96,77,0,-0.432834,40,59,0,-125,33,0,213,88,0,96,107,0,1.18364
528199,299543,150,379255,210426,138,18151,9332,83,-0.431374,857,663,0,-33,54,0,564,312,0,4322,2537,48,1.20237
463572,258728,138,233493,127380,138,146,189,0,0.568808,124,189,0,140,111,0,-27,98,0,131,96,0,1.20341
576290,282323,159,280588,126364,145,6188,3158,63,-0.429914,701,495,0,75,91,0,391,207,0,2756,1332,37,1.23253
573602,319416,137,419606,235025,146,1455,607,0,0.570998,481,392,0,-54,38,0,258,165,0,1841,1023,10,1.26477
217780,148135,115,171991,121847,117,2239,1444,27,1.57118,116,145,0,-22,48,0,115,77,0,207,174,0,1.26685
295447,187787,135,108047,74501,120,1626,938,0,2.57136,153,183,0,-4,52,0,121,122,0,771,516,0,1.26789
297933,200879,139,95507,66345,119,107,94,0,2.57209,-32,73,0,100,90,0,100,96,0,31,114,0,1.27205
282982,160785,134,110569,70343,128,3092,1719,40,-0.426994,343,235,0,65,64,0,99,89,0,1303,845,0,1.28349
376276,221928,131,258708,160708,132,5682,2770,59,0.573919,474,334,0,14,47,0,223,131,0,1280,839,0,1.31054
235961,171906,128,124442,90490,117,917,491,0,1.5741,59,151,0,32,86,0,144,118,0,451,269,0,1.31574
162884,136662,106,119888,93502,107,26,118,0,2.57428,68,115,0,80,79,0,-63,49,0,72,78,0,1.31574
188367,139868,111,146970,103263,113,383,275,0,0.574649,165,179,0,-68,46,0,-34,56,0,26,62,0,1.32718
324740,201122,142,362618,241510,134,4042,2062,48,1.57483,540,489,0,109,69,0,347,198,0,1896,1232,19,1.33238
531284,285770,142,285879,178522,139,7866,4196,63,0.575379,403,348,0,-60,71,0,334,184,0,1243,748,0,1.3355
199794,139178,133,265741,199470,117,1318,703,0,-0.424074,580,586,0,6,71,0,-79,70,0,-31,53,0,1.3459
301426,164989,153,215114,100255,153,1523,1019,4,1.57629,120,129,0,61,62,0,-25,60,0,287,192,0,1.35422
578626,322378,142,210618,106013,143,7387,4491,59,2.5772,464,460,0,66,88,0,396,208,0,2324,1226,26,1.36358
384613,267620,125,295261,207473,127,461,241,0,-0.422614,909,708,0,69,96,0,435,235,0,2706,1657,35,1.36462
302214,202864,139,112783,69230,118,4307,2259,50,0.578299,306,288,0,41,71,0,66,90,0,1522,1014,6,1.38231
358939,227598,139,126912,83242,123,237,95,0,2.57866,56,80,0,137,88,0,-5,89,0,148,84,0,1.38959
490321,253588,139,181176,94931,138,2573,1824,29,2.57939,297,210,0,101,82,0,212,127,0,1291,865,0,1.39999
495241,295365,135,251451,148522,132,5803,2673,58,0.579759,300,264,0,-47,63,0,289,225,0,2034,1254,23,1.40519
469238,268725,135,281345,169079,136,4134,2203,49,0.580489,397,331,0,-9,69,0,274,208,0,1331,828,0,1.41767
140914,120130,100,155168,134583,108,819,530,0,1.58067,104,110,0,-35,65,0,17,61,0,116,155,0,1.41871
343895,155788,141,100530,54409,141,260,115,0,-0.418963,-17,67,0,-5,70,0,25,81,0,51,129,0,1.42703
281155,206764,117,104985,75233,116,13,94,0,0.581219,27,91,0,-26,43,0,94,46,0,62,71,0,1.43223
265930,175622,125,132397,96437,116,3566,2168,44,2.58158,48,109,0,15,91,0,-170,26,0,311,184,0,1.43743
227177,181101,121,181111,136554,117,154,122,0,-0.418233,433,553,0,-46,67,0,186,105,0,-66,53,0,1.44159
471858,259643,135,195938,105441,138,2799,1297,36,1.58213,276,200,0,-44,66,0,147,154,0,1053,681,0,1.44783
262395,178987,126,103365,71028,118,1665,965,0,1.58286,234,232,0,50,67,0,130,118,0,867,647,0,1.46447
184916,128229,119,304844,213976,119,291,263,0,2.58304,214,160,0,15,85,0,-35,24,0,-66,32,0,1.46655
176653,119379,115,202666,141508,117,1073,924,0,-0.416773,142,163,0,98,83,0,1,41,0,79,78,0,1.46863
186295,151011,109,45682,41131,88,239,135,0,2.58377,93,128,0,28,85,0,-28,39,0,330,160,0,1.47591
199454,145299,127,239629,186364,116,458,260,0,-0.416043,307,235,0,314,198,0,128,109,0,707,485,0,1.47696
251205,183501,132,97603,70561,115,1878,1180,22,1.58432,152,219,0,-106,63,0,146,86,0,890,696,0,1.48112
292904,190232,127,135838,90254,126,2740,1505,38,1.58505,193,203,0,68,97,0,-30,108,0,1079,707,0,1.49984
389320,233808,136,162050,102289,128,3498,2036,42,2.58523,221,305,0,-108,39,0,126,107,0,802,585,0,1.50608
469246,255293,140,192525,102038,143,10121,4535,75,0.58633,564,483,0,25,104,0,370,184,0,2216,1276,27,1.52896
162470,138085,117,117427,104397,103,106,121,0,2.58669,91,207,0,147,97,0,-79,26,0,228,248,0,1.53208
213911,152187,123,72428,53445,109,590,344,0,2.58742,23,76,0,34,61,0,19,39,0,124,122,0,1.5352
391829,227480,150,183189,106668,130,5784,2745,60,-0.411663,523,355,0,105,112,0,317,207,0,2151,1335,27,1.55808
352285,242578,127,178325,114237,129,7016,4385,56,1.5887,304,257,0,-78,86,0,372,162,0,1157,761,0,1.56952
260538,193909,121,82251,56745,119,3543,2128,41,1.58943,281,207,0,79,78,0,27,85,0,805,645,0,1.58513
438299,274342,149,150605,92687,127,5558,3077,56,2.58961,338,251,0,44,95,0,54,125,0,1729,1099,13,1.58825
390675,254477,130,261725,166274,131,1547,916,0,1.59016,340,320,0,30,66,0,349,200,0,1728,1181,17,1.60177
307032,194556,125,134321,89711,123,1503,847,0,-0.408742,155,179,0,29,59,0,47,56,0,869,593,0,1.62569
348569,205081,136,154000,92899,133,2617,1402,30,-0.408012,297,210,0,121,85,0,-9,126,0,1564,920,0,1.63609
157609,112739,119,251095,192202,122,230,153,0,0.59217,120,124,0,33,87,0,15,73,0,-123,54,0,1.63713
264081,170009,134,170479,99484,120,4761,2659,52,1.59235,143,163,0,26,83,0,90,77,0,524,310,0,1.63817
275296,194950,120,99047,73618,119,-9,76,0,-0.407282,93,141,0,37,39,0,34,99,0,57,85,0,1.64649
142714,104948,110,187407,131920,115,454,307,0,1.59308,445,307,0,14,62,0,-89,15,0,35,74,0,1.66209
324095,166192,137,387412,206937,141,291,180,0,2.594,105,115,0,83,108,0,-123,65,0,151,72,0,1.67146
250371,189772,116,102365,76472,118,827,420,0,0.59436,120,129,0,10,67,0,131,87,0,201,213,0,1.6881
202517,132476,137,151099,94665,123,1960,998,0,2.59546,100,151,0,56,63,0,49,92,0,909,533,0,1.7141
256698,192493,116,149665,117251,117,76,69,0,0.59582,26,81,0,91,75,0,49,108,0,141,114,0,1.71618
245604,162220,117,55533,40616,114,41,102,0,-0.403632,-35,66,0,-24,83,0,104,71,0,240,154,0,1.72658
305920,218187,134,110426,79531,118,438,229,0,1.59673,66,93,0,107,83,0,48,87,0,25,63,0,1.72866
328622,228519,123,112901,76781,120,1466,877,0,-0.402902,128,153,0,72,79,0,20,107,0,735,485,0,1.74114
222746,156173,119,89530,61326,115,344,266,0,0.597281,142,126,0,-33,51,0,110,98,0,373,239,0,1.75154
294282,198948,118,96052,69569,118,1392,740,0,-0.402172,330,262,0,-94,65,0,170,126,0,1096,784,0,1.76507
571734,277317,148,367463,197607,146,5753,2422,66,0.598011,789,587,0,35,52,0,473,265,0,3303,1729,44,1.77027
364117,228463,132,204850,90994,133,3420,1910,44,1.59819,138,163,0,-72,43,0,15,70,0,660,457,0,1.77131
223621,153087,124,93202,61626,115,2653,1457,34,2.59838,134,125,0,174,118,0,95,124,0,728,618,0,1.78379
349223,232117,133,192088,131997,123,975,485,0,-0.401442,140,182,0,-20,67,0,14,73,0,533,461,0,1.78483
207941,140286,125,108581,87811,112,6169,4124,50,1.59892,116,192,0,-18,58,0,337,144,0,962,699,0,1.79835
325243,194436,131,188152,117369,128,113,108,0,0.599471,215,192,0,68,109,0,68,92,0,497,291,0,1.80459
288296,196804,125,122644,83112,119,320,139,0,0.600201,90,95,0,-117,44,0,31,53,0,-5,39,0,1.81291
370134,270284,121,117880,83231,118,2405,1482,29,2.60057,148,137,0,10,64,0,179,149,0,642,499,0,1.81811
134442,102327,109,175920,140935,110,78,59,0,2.6013,-19,84,0,120,81,0,74,89,0,54,70,0,1.83579
464887,258108,135,223668,122841,133,5058,2391,58,2.60203,298,341,0,63,79,0,441,220,0,1856,1150,20,1.84307
165151,135480,114,133853,101085,108,139,154,0,0.603121,46,146,0,74,105,0,22,68,0,56,70,0,1.86388
257149,175787,123,106810,74020,117,1265,809,0,2.60349,96,115,0,98,101,0,65,127,0,788,562,0,1.87116
406070,233817,150,202144,115248,134,5775,2792,61,-0.396331,351,383,0,-98,53,0,217,156,0,1473,989,0,1.87324
389747,181301,163,193362,100576,143,2436,1375,29,0.605311,163,224,0,-51,145,0,198,160,0,929,711,0,1.92108
218466,160935,127,234714,163862,119,217,93,0,0.606041,217,244,0,12,81,0,-69,29,0,57,96,0,1.93356
422916,200673,166,140142,77699,143,657,306,0,1.60622,148,142,0,108,117,0,9,109,0,482,292,0,1.93564
619052,310662,148,448427,206692,153,2045,814,0,-0.393411,992,670,0,161,110,0,593,255,0,3693,1745,50,1.93772
337181,229534,134,144470,94282,123,4763,2818,50,2.60714,310,237,0,-12,64,0,241,120,0,1189,830,0,1.95645
280627,196215,117,91976,61229,114,1352,732,0,-0.392681,198,289,0,122,80,0,327,145,0,1118,836,0,1.96997
138035,103072,113,148139,122604,114,312,265,0,1.60768,799,625,0,228,187,0,293,244,0,1784,1440,21,1.97517
439950,239565,139,186427,106812,134,5673,3388,54,-0.391951,421,415,0,93,116,0,188,131,0,2093,1213,23,1.97933
337603,222009,135,148158,95427,125,2577,1570,31,2.6086,93,122,0,-20,73,0,42,75,0,542,405,0,2.00533
368134,222871,150,224891,114085,150,699,322,0,0.608961,159,89,0,38,69,0,97,115,0,391,244,0,2.00949
196206,147096,123,222080,153978,118,763,553,0,2.60933,259,220,0,-65,53,0,-115,30,0,90,91,0,2.01157
133988,111733,103,171831,132057,109,931,742,0,0.609692,282,226,0,-30,25,0,-34,58,0,120,95,0,2.01989
230866,136064,126,100759,66554,120,634,400,0,2.61006,229,153,0,28,40,0,26,69,0,448,389,0,2.03133
181276,150801,107,83363,72335,108,61,99,0,1.6106,45,103,0,127,110,0,-22,52,0,78,116,0,2.04902
334601,188115,138,131969,76055,132,3317,1449,52,2.61152,346,276,0,21,113,0,149,130,0,862,509,0,2.06046
343202,242984,126,209801,153071,126,2170,1480,26,1.61279,444,410,0,31,86,0,245,153,0,1164,896,0,2.08542
431599,272515,143,225596,159412,133,3399,1621,46,1.61352,393,377,0,-25,41,0,268,198,0,2314,1383,29,2.0875
292703,190346,124,141473,93191,121,4257,2294,49,0.614072,280,235,0,16,80,0,174,151,0,840,545,0,2.09062
276603,200788,115,87292,63628,115,1914,1229,24,-0.385381,147,257,0,114,71,0,217,126,0,1126,816,0,2.09166
410056,261183,129,185736,115339,130,880,513,0,0.614802,23,121,0,-104,60,0,139,83,0,609,471,0,2.0927
245881,174669,135,130284,102809,111,3718,2486,41,0.615532,100,145,0,-65,40,0,258,162,0,528,437,0,2.0979
262556,153295,128,371504,206073,142,5686,2401,68,-0.38392,298,247,0,28,59,0,208,125,0,729,543,0,2.10206
457427,282071,135,182545,102459,130,1269,745,0,1.61644,243,242,0,113,92,0,255,163,0,1245,807,0,2.1031
468581,256759,143,187834,107329,144,4331,2054,55,1.6179,375,276,0,88,79,0,64,110,0,1057,622,0,2.1291
125406,71842,127,138948,78657,121,601,353,0,1.61863,93,131,0,-152,58,0,-10,36,0,351,239,0,2.14991
586742,289765,156,299586,152046,144,6294,3623,57,2.61882,463,399,0,1,99,0,145,164,0,1607,924,0,2.15095
317545,172917,147,391983,201581,143,11297,5163,82,2.61955,554,407,0,89,75,0,466,240,0,2744,1368,36,2.15927
224125,155293,124,131866,90401,116,497,374,0,0.621373,22,100,0,-51,37,0,-9,84,0,-7,50,0,2.17799
514592,253050,144,372197,191670,144,7182,3323,68,1.62229,761,480,0,-25,76,0,412,221,0,2864,1651,40,2.20295
375666,249050,142,240444,157819,129,538,349,0,-0.37735,190,176,0,-83,69,0,131,98,0,170,78,0,2.20711
