date,tube_number,tube_id,expt,cell_bkgd,recombined_construct,plate_well,pseudovirus_env,pseudovirus_vec,pseudovirus_inoc,cell_number,live_singlets,pct_grn,pct_red,pct_grn_gvn_red,pct_nir,pct_grn_gvn_nir,mfi_grn,mfi_grn_gvn_red,pct_grn_gvn_nir,comment
200629,18,Sample17,Kozaks,G542Ac3,G734A,48-well,SARS2,G699A,300,NA,39264,0.440607,54.118276,0.597675,NA,NA,NA,NA,NA,NA
200629,19,Sample18,Kozaks,G542Ac3,G735A,48-well,SARS2,G699A,300,NA,27746,0.828948,37.616233,1.360544,NA,NA,NA,NA,NA,NA
200629,20,Sample19,Kozaks,G542Ac3,G755A,48-well,SARS2,G699A,300,NA,39759,0.083,43.559949,0.127028,NA,NA,NA,NA,NA,NA
200629,21,Sample20,Kozaks,G542Ac3,G756A,48-well,SARS2,G699A,300,NA,23678,0.03801,17.569051,0.120192,NA,NA,NA,NA,NA,NA
200629,22,Sample21,Kozaks,G542Ac3,G757A,48-well,SARS2,G699A,300,NA,29306,0.027298,36.76039,0.027847,NA,NA,NA,NA,NA,NA
200629,23,Sample22,Kozaks,G542Ac3,None,48-well,SARS1,G699A,100,NA,10135,0.207203,0.542674,0,NA,NA,NA,NA,NA,NA
200629,24,Sample23,Kozaks,G542Ac3,G758A,48-well,SARS1,G699A,100,NA,48213,0.018667,72.29378,0.011476,NA,NA,NA,NA,NA,NA
200629,25,Sample24,Kozaks,G542Ac3,G698C,48-well,SARS1,G699A,100,NA,55173,2.031791,37.297229,3.217028,NA,NA,NA,NA,NA,NA
200629,26,Sample25,Kozaks,G542Ac3,G734A,48-well,SARS1,G699A,100,NA,68644,1.264495,42.407202,1.920302,NA,NA,NA,NA,NA,NA
200629,27,Sample26,Kozaks,G542Ac3,G735A,48-well,SARS1,G699A,100,NA,49798,2.634644,34.519459,4.333915,NA,NA,NA,NA,NA,NA
200629,28,Sample27,Kozaks,G542Ac3,G755A,48-well,SARS1,G699A,100,NA,64144,1.124033,21.843041,2.462351,NA,NA,NA,NA,NA,NA
200629,29,Sample28,Kozaks,G542Ac3,G756A,48-well,SARS1,G699A,100,NA,55432,0.472651,9.400707,1.573594,NA,NA,NA,NA,NA,NA
200629,30,Sample29,Kozaks,G542Ac3,G757A,48-well,SARS1,G699A,100,NA,51115,0.361929,23.274968,0.815332,NA,NA,NA,NA,NA,NA
200629,39,Sample38,Kozaks,G542Ac3,None,48-well,VSVG,G70C,3,NA,100814,1.161545,0.036701,2.702703,NA,NA,NA,NA,NA,NA
200629,40,Sample39,Kozaks,G542Ac3,G758A,48-well,VSVG,G70C,3,NA,51806,1.221866,67.941937,1.22166,NA,NA,NA,NA,NA,NA
200629,41,Sample40,Kozaks,G542Ac3,G698C,48-well,VSVG,G70C,3,NA,66289,1.060508,35.772149,1.353688,NA,NA,NA,NA,NA,NA
200629,42,Sample41,Kozaks,G542Ac3,G734A,48-well,VSVG,G70C,3,NA,66690,1.088619,42.946469,1.270905,NA,NA,NA,NA,NA,NA
200629,43,Sample42,Kozaks,G542Ac3,G735A,48-well,VSVG,G70C,3,NA,39652,1.028952,32.936548,1.324655,NA,NA,NA,NA,NA,NA
200629,44,Sample43,Kozaks,G542Ac3,G755A,48-well,VSVG,G70C,3,NA,76786,1.08874,21.477874,1.406743,NA,NA,NA,NA,NA,NA
200629,45,Sample44,Kozaks,G542Ac3,G756A,48-well,VSVG,G70C,3,NA,54222,1.038324,9.625244,1.647825,NA,NA,NA,NA,NA,NA
200629,46,Sample45,Kozaks,G542Ac3,G757A,48-well,VSVG,G70C,3,NA,55477,1.020243,19.31431,1.353243,NA,NA,NA,NA,NA,NA
